Transaction Code,Customer Id,Age,Job,Marital,Education,Default,Account Balance,Housing,Loan,Contact,Day,Month,Date,Call Duration,Campaign Id,Campaign,Time Between Campaigns,# of Calls,Campaign Success,Purchased Product
2-2783-2506X,2783,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,5/8/2015,210,2,Life Insurance,-1,0,unknown,no
2-2785-2507X,2785,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,5/4/2015,164,2,Life Insurance,167,4,other,no
2-2796-2508X,2796,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,11/18/2015,192,2,Life Insurance,-1,0,unknown,no
2-2797-2509X,2797,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,11/17/2015,80,2,Life Insurance,165,2,other,no
2-2801-2510X,2801,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,5/29/2015,125,2,Life Insurance,-1,0,unknown,no
2-2804-2511X,2804,37,services,married,secondary,no,1,no,no,unknown,15,may,5/15/2015,395,2,Life Insurance,-1,0,unknown,no
2-2805-2512X,2805,28,admin.,single,secondary,no,775,no,no,cellular,29,jan,1/29/2015,603,2,Life Insurance,-1,0,unknown,no
2-2806-2513X,2806,35,unknown,married,primary,no,634,no,no,cellular,7,jul,7/7/2015,185,2,Life Insurance,-1,0,unknown,no
2-2807-2514X,2807,53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,1/28/2015,287,2,Life Insurance,-1,0,unknown,no
2-2810-2515X,2810,57,retired,married,primary,no,75,no,no,cellular,28,aug,8/28/2015,118,2,Life Insurance,-1,0,unknown,no
2-2815-2516X,2815,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,8/5/2015,203,2,Life Insurance,-1,0,unknown,no
2-2817-2517X,2817,34,technician,single,tertiary,no,586,yes,no,unknown,16,may,5/16/2015,489,2,Life Insurance,-1,0,unknown,no
2-2820-2518X,2820,26,admin.,single,secondary,no,96,yes,no,cellular,13,may,5/13/2015,612,2,Life Insurance,348,3,other,no
2-2825-2519X,2825,28,management,single,tertiary,no,2380,no,no,cellular,14,sep,9/14/2015,394,2,Life Insurance,-1,0,unknown,no
2-2829-2520X,2829,38,technician,married,secondary,no,1960,yes,no,cellular,21,aug,8/21/2015,161,2,Life Insurance,-1,0,unknown,no
2-2832-2521X,2832,38,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,8/5/2015,176,2,Life Insurance,-1,0,unknown,no
2-2833-2522X,2833,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,2/3/2015,26,2,Life Insurance,197,1,failure,no
2-2835-2523X,2835,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,8/13/2015,119,2,Life Insurance,-1,0,unknown,no
2-2838-2524X,2838,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,11/20/2015,1258,2,Life Insurance,122,2,other,yes
2-2839-2525X,2839,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,8/29/2015,57,2,Life Insurance,-1,0,unknown,no
2-2840-2526X,2840,54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,6/5/2015,115,2,Life Insurance,-1,0,unknown,no
2-2844-2527X,2844,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,6/3/2015,178,2,Life Insurance,-1,0,unknown,no
2-2849-2528X,2849,80,retired,married,secondary,no,462,no,no,cellular,7,dec,12/7/2015,127,2,Life Insurance,-1,0,unknown,no
2-2853-2529X,2853,39,management,married,tertiary,no,562,no,no,cellular,13,sep,9/13/2015,303,2,Life Insurance,-1,0,unknown,no
2-2854-2530X,2854,33,technician,married,secondary,no,9305,yes,no,cellular,17,apr,4/17/2015,407,2,Life Insurance,-1,0,unknown,no
2-2856-2531X,2856,36,management,single,tertiary,no,0,no,no,cellular,11,aug,8/11/2015,108,2,Life Insurance,-1,0,unknown,no
2-2861-2532X,2861,31,management,single,tertiary,no,2590,no,no,cellular,23,sep,9/23/2015,103,2,Life Insurance,484,2,other,no
2-2863-2533X,2863,44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,1/29/2015,322,2,Life Insurance,-1,0,unknown,no
2-2867-2534X,2867,36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,2/9/2015,101,2,Life Insurance,-1,0,unknown,no
2-2868-2535X,2868,27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,2/3/2015,65,2,Life Insurance,-1,0,unknown,no
2-2871-2536X,2871,59,retired,married,primary,no,46,no,no,cellular,14,aug,8/14/2015,78,2,Life Insurance,-1,0,unknown,no
2-2873-2537X,2873,42,retired,single,tertiary,no,308,no,no,cellular,30,jan,1/30/2015,114,2,Life Insurance,-1,0,unknown,no
2-2876-2538X,2876,29,technician,single,secondary,no,778,yes,no,unknown,6,jun,6/6/2015,1994,2,Life Insurance,-1,0,unknown,no
2-2877-2539X,2877,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,5/6/2015,140,2,Life Insurance,-1,0,unknown,no
2-2883-2540X,2883,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,5/27/2015,290,2,Life Insurance,-1,0,unknown,no
2-2884-2541X,2884,46,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,7/29/2015,104,2,Life Insurance,-1,0,unknown,no
2-2887-2542X,2887,43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,5/15/2015,237,2,Life Insurance,-1,0,unknown,no
2-2895-2543X,2895,49,management,married,tertiary,no,7007,no,no,cellular,17,nov,11/17/2015,325,2,Life Insurance,-1,0,unknown,no
2-2897-2544X,2897,80,retired,married,primary,no,1548,no,no,cellular,6,aug,8/6/2015,331,2,Life Insurance,-1,0,unknown,no
2-2907-2545X,2907,34,management,single,tertiary,no,0,no,no,cellular,21,aug,8/21/2015,191,2,Life Insurance,-1,0,unknown,no
2-2909-2546X,2909,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,12/9/2015,220,2,Life Insurance,-1,0,unknown,no
2-2911-2547X,2911,55,services,married,secondary,no,96,no,no,telephone,30,jul,7/30/2015,340,2,Life Insurance,-1,0,unknown,no
2-2915-2548X,2915,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,2/5/2015,127,2,Life Insurance,258,4,failure,no
2-2917-2549X,2917,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,11/19/2015,149,2,Life Insurance,-1,0,unknown,no
2-2928-2550X,2928,30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,5/29/2015,238,2,Life Insurance,-1,0,unknown,no
2-2934-2551X,2934,39,services,married,primary,no,1601,yes,no,unknown,23,may,5/23/2015,201,2,Life Insurance,-1,0,unknown,no
2-2936-2552X,2936,38,services,married,secondary,no,435,yes,no,unknown,23,may,5/23/2015,193,2,Life Insurance,-1,0,unknown,no
2-2938-2553X,2938,56,services,married,secondary,no,705,yes,no,unknown,29,may,5/29/2015,151,2,Life Insurance,-1,0,unknown,no
2-2939-2554X,2939,34,technician,married,secondary,no,1553,no,no,cellular,20,aug,8/20/2015,200,2,Life Insurance,-1,0,unknown,no
2-2943-2555X,2943,34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,11/18/2015,58,2,Life Insurance,-1,0,unknown,no
2-2944-2556X,2944,36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,5/6/2015,174,2,Life Insurance,-1,0,unknown,no
2-2947-2557X,2947,45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,7/14/2015,175,2,Life Insurance,-1,0,unknown,no
2-2950-2558X,2950,46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,5/6/2015,116,2,Life Insurance,169,3,failure,no
2-2951-2559X,2951,37,entrepreneur,married,tertiary,no,836,yes,no,unknown,27,may,5/27/2015,129,2,Life Insurance,-1,0,unknown,no
2-2952-2560X,2952,36,technician,married,secondary,no,55,yes,no,cellular,13,may,5/13/2015,38,2,Life Insurance,369,4,failure,no
2-2957-2561X,2957,35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,11/19/2015,314,2,Life Insurance,124,1,failure,no
2-2958-2562X,2958,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,6/20/2015,179,2,Life Insurance,-1,0,unknown,no
2-2961-2563X,2961,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,4/14/2015,427,2,Life Insurance,-1,0,unknown,no
2-2971-2564X,2971,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,8/8/2015,89,2,Life Insurance,-1,0,unknown,no
2-2976-2565X,2976,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,5/11/2015,168,2,Life Insurance,-1,0,unknown,no
2-2979-2566X,2979,34,management,single,tertiary,no,178,yes,no,cellular,15,may,5/15/2015,14,2,Life Insurance,-1,0,unknown,no
2-2990-2567X,2990,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,8/8/2015,205,2,Life Insurance,-1,0,unknown,no
2-2993-2568X,2993,47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,11/9/2015,171,2,Life Insurance,96,5,success,no
2-3011-2569X,3011,29,technician,single,tertiary,no,0,yes,no,unknown,7,may,5/7/2015,104,2,Life Insurance,-1,0,unknown,no
2-3014-2570X,3014,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,3/3/2015,152,2,Life Insurance,-1,0,unknown,yes
2-3022-2571X,3022,43,blue-collar,married,primary,no,60,no,no,cellular,8,may,5/8/2015,487,2,Life Insurance,367,2,other,no
2-3023-2572X,3023,37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,5/12/2015,340,2,Life Insurance,175,1,failure,no
2-3025-2573X,3025,49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,11/17/2015,131,2,Life Insurance,-1,0,unknown,no
2-3034-2574X,3034,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,5/13/2015,698,2,Life Insurance,292,1,failure,yes
2-3036-2575X,3036,55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,11/21/2015,223,2,Life Insurance,186,3,other,no
2-3044-2576X,3044,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,5/12/2015,58,2,Life Insurance,334,1,failure,no
2-3046-2577X,3046,53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,8/8/2015,92,2,Life Insurance,-1,0,unknown,no
2-3053-2578X,3053,40,housemaid,married,secondary,no,4610,no,no,cellular,14,aug,8/14/2015,154,2,Life Insurance,-1,0,unknown,no
2-3055-2579X,3055,30,services,single,secondary,no,334,no,no,cellular,29,jan,1/29/2015,389,2,Life Insurance,-1,0,unknown,no
2-3058-2580X,3058,29,technician,married,tertiary,no,43,yes,no,unknown,20,may,5/20/2015,68,2,Life Insurance,-1,0,unknown,no
2-3059-2581X,3059,38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,11/19/2015,75,2,Life Insurance,177,5,failure,no
2-3061-2582X,3061,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,4/22/2015,91,2,Life Insurance,275,1,failure,no
2-3062-2583X,3062,55,retired,married,secondary,no,168,no,no,cellular,19,aug,8/19/2015,79,2,Life Insurance,-1,0,unknown,no
2-3063-2584X,3063,43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,7/29/2015,646,2,Life Insurance,-1,0,unknown,no
2-3066-2585X,3066,55,services,married,secondary,no,-31,no,yes,cellular,13,aug,8/13/2015,81,2,Life Insurance,-1,0,unknown,no
2-3068-2586X,3068,34,management,single,tertiary,no,318,yes,no,unknown,9,may,5/9/2015,133,2,Life Insurance,-1,0,unknown,no
2-3069-2587X,3069,43,self-employed,married,tertiary,no,64,no,no,unknown,6,jun,6/6/2015,230,2,Life Insurance,-1,0,unknown,no
2-3072-2588X,3072,34,technician,single,secondary,no,347,yes,no,cellular,6,feb,2/6/2015,154,2,Life Insurance,197,6,failure,no
2-3074-2589X,3074,67,retired,married,tertiary,no,701,no,no,cellular,6,aug,8/6/2015,254,2,Life Insurance,-1,0,unknown,yes
2-3078-2590X,3078,45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,11/18/2015,275,2,Life Insurance,-1,0,unknown,no
2-3079-2591X,3079,36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,7/28/2015,200,2,Life Insurance,-1,0,unknown,no
2-3081-2592X,3081,33,services,married,secondary,no,478,no,no,cellular,30,apr,4/30/2015,475,2,Life Insurance,-1,0,unknown,yes
2-3086-2593X,3086,60,self-employed,single,secondary,no,27,no,no,cellular,22,aug,8/22/2015,40,2,Life Insurance,-1,0,unknown,no
2-3102-2594X,3102,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,6/20/2015,202,2,Life Insurance,-1,0,unknown,no
2-3111-2595X,3111,50,technician,married,secondary,no,841,yes,no,unknown,29,may,5/29/2015,54,2,Life Insurance,-1,0,unknown,no
2-3118-2596X,3118,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,5/18/2015,727,2,Life Insurance,-1,0,unknown,yes
2-3123-2597X,3123,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,5/27/2015,206,2,Life Insurance,-1,0,unknown,no
2-3124-2598X,3124,47,services,married,secondary,no,405,no,yes,cellular,8,aug,8/8/2015,994,2,Life Insurance,-1,0,unknown,yes
2-3125-2599X,3125,56,management,married,tertiary,no,334,yes,no,unknown,15,may,5/15/2015,127,2,Life Insurance,-1,0,unknown,no
2-3128-2600X,3128,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,8/19/2015,40,2,Life Insurance,-1,0,unknown,no
2-3130-2601X,3130,42,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,7/7/2015,64,2,Life Insurance,-1,0,unknown,no
2-3138-2602X,3138,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,5/11/2015,429,2,Life Insurance,-1,0,unknown,no
2-3140-2603X,3140,34,technician,single,secondary,no,1076,no,no,cellular,8,aug,8/8/2015,70,2,Life Insurance,-1,0,unknown,no
2-3147-2604X,3147,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,11/18/2015,175,2,Life Insurance,-1,0,unknown,no
2-3152-2605X,3152,43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,5/13/2015,437,2,Life Insurance,-1,0,unknown,no
2-3153-2606X,3153,47,housemaid,married,primary,no,0,no,no,cellular,10,aug,8/10/2015,1225,2,Life Insurance,-1,0,unknown,no
2-3155-2607X,3155,34,management,divorced,secondary,no,291,no,no,cellular,7,aug,8/7/2015,91,2,Life Insurance,-1,0,unknown,no
2-3158-2608X,3158,75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,2/11/2015,865,2,Life Insurance,190,1,failure,no
2-3162-2609X,3162,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,8/18/2015,460,2,Life Insurance,-1,0,unknown,yes
2-3165-2610X,3165,57,technician,married,secondary,no,6164,no,no,cellular,19,nov,11/19/2015,161,2,Life Insurance,-1,0,unknown,no
2-3169-2611X,3169,59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,4/30/2015,173,2,Life Insurance,-1,0,unknown,no
2-3170-2612X,3170,38,services,married,secondary,no,-314,yes,no,unknown,28,may,5/28/2015,66,2,Life Insurance,-1,0,unknown,no
2-3173-2613X,3173,55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,5/8/2015,147,2,Life Insurance,298,3,failure,no
2-3178-2614X,3178,32,management,single,tertiary,no,11797,yes,no,cellular,11,aug,8/11/2015,95,2,Life Insurance,-1,0,unknown,no
2-3184-2615X,3184,32,services,married,secondary,no,132,yes,yes,unknown,19,may,5/19/2015,343,2,Life Insurance,-1,0,unknown,no
2-3196-2616X,3196,33,services,married,primary,no,6904,no,no,telephone,20,nov,11/20/2015,114,2,Life Insurance,-1,0,unknown,no
2-3199-2617X,3199,60,management,married,tertiary,no,759,no,no,cellular,14,aug,8/14/2015,136,2,Life Insurance,-1,0,unknown,no
2-3200-2618X,3200,56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,7/24/2015,247,2,Life Insurance,-1,0,unknown,no
2-3203-2619X,3203,79,retired,married,primary,no,8556,no,no,telephone,18,jan,1/18/2015,326,2,Life Insurance,272,2,success,yes
2-3204-2620X,3204,32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,5/20/2015,226,2,Life Insurance,-1,0,unknown,no
2-3205-2621X,3205,33,services,married,primary,no,0,yes,no,cellular,18,jul,7/18/2015,351,2,Life Insurance,-1,0,unknown,no
2-3213-2622X,3213,41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,7/11/2015,117,2,Life Insurance,-1,0,unknown,no
2-3214-2623X,3214,49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,7/8/2015,77,2,Life Insurance,-1,0,unknown,no
2-3220-2624X,3220,72,retired,married,primary,no,763,no,no,cellular,24,apr,4/24/2015,384,2,Life Insurance,-1,0,unknown,yes
2-3225-2625X,3225,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,7/30/2015,814,2,Life Insurance,-1,0,unknown,yes
2-3227-2626X,3227,34,management,married,tertiary,no,1518,yes,no,cellular,20,nov,11/20/2015,128,2,Life Insurance,-1,0,unknown,no
2-3231-2627X,3231,32,blue-collar,single,secondary,no,2285,yes,no,unknown,14,may,5/14/2015,413,2,Life Insurance,-1,0,unknown,no
2-3235-2628X,3235,39,management,single,tertiary,no,3797,no,no,cellular,2,jun,6/2/2015,96,2,Life Insurance,-1,0,unknown,no
2-3237-2629X,3237,43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,4/16/2015,257,2,Life Insurance,146,9,other,no
2-3239-2630X,3239,53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,4/30/2015,586,2,Life Insurance,-1,0,unknown,no
2-3245-2631X,3245,51,management,married,unknown,no,712,no,no,cellular,13,aug,8/13/2015,287,2,Life Insurance,-1,0,unknown,no
2-3255-2632X,3255,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,5/26/2015,76,2,Life Insurance,-1,0,unknown,no
2-3259-2633X,3259,38,services,married,secondary,no,0,yes,no,telephone,28,jul,7/28/2015,121,2,Life Insurance,-1,0,unknown,no
2-3263-2634X,3263,58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,jun,6/25/2015,67,2,Life Insurance,-1,0,unknown,no
2-3265-2635X,3265,36,management,single,tertiary,no,613,no,no,cellular,7,aug,8/7/2015,86,2,Life Insurance,-1,0,unknown,no
2-3266-2636X,3266,55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,7/29/2015,277,2,Life Insurance,-1,0,unknown,no
2-3270-2637X,3270,37,blue-collar,divorced,secondary,no,48,yes,no,unknown,8,may,5/8/2015,133,2,Life Insurance,-1,0,unknown,no
2-3271-2638X,3271,35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,7/2/2015,96,2,Life Insurance,109,4,success,no
2-3274-2639X,3274,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,5/7/2015,291,2,Life Insurance,-1,0,unknown,no
2-3276-2640X,3276,32,management,married,tertiary,no,5878,no,no,cellular,19,aug,8/19/2015,159,2,Life Insurance,-1,0,unknown,no
2-3279-2641X,3279,59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,11/19/2015,207,2,Life Insurance,153,1,failure,no
2-3282-2642X,3282,33,technician,single,secondary,no,1279,yes,no,cellular,18,may,5/18/2015,239,2,Life Insurance,349,3,success,no
2-3285-2643X,3285,57,admin.,married,secondary,no,367,no,no,telephone,16,nov,11/16/2015,107,2,Life Insurance,-1,0,unknown,no
2-3286-2644X,3286,36,management,married,tertiary,no,1477,no,no,cellular,7,aug,8/7/2015,71,2,Life Insurance,-1,0,unknown,no
2-3293-2645X,3293,28,technician,single,tertiary,no,356,no,no,cellular,2,mar,3/2/2015,76,2,Life Insurance,-1,0,unknown,no
2-3309-2646X,3309,49,management,married,secondary,no,362,yes,no,unknown,4,jun,6/4/2015,84,2,Life Insurance,-1,0,unknown,no
2-3315-2647X,3315,35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,8/2/2015,428,2,Life Insurance,336,6,failure,no
2-3316-2648X,3316,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,10/22/2015,249,2,Life Insurance,335,2,failure,yes
2-3318-2649X,3318,25,management,single,tertiary,no,808,no,no,cellular,18,sep,9/18/2015,267,2,Life Insurance,114,2,failure,yes
2-3321-2650X,3321,48,management,single,secondary,no,290,yes,no,cellular,21,jul,7/21/2015,257,2,Life Insurance,-1,0,unknown,no
2-3326-2651X,3326,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,5/13/2015,452,2,Life Insurance,-1,0,unknown,no
2-3330-2652X,3330,34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,11/20/2015,197,2,Life Insurance,-1,0,unknown,no
2-3332-2653X,3332,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,6/2/2015,282,2,Life Insurance,385,1,success,yes
2-3341-2654X,3341,49,entrepreneur,married,primary,no,199,no,no,unknown,13,may,5/13/2015,113,2,Life Insurance,-1,0,unknown,no
2-3346-2655X,3346,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,6/4/2015,135,2,Life Insurance,-1,0,unknown,no
2-3348-2656X,3348,36,management,married,tertiary,no,340,yes,no,cellular,20,apr,4/20/2015,68,2,Life Insurance,-1,0,unknown,no
2-3349-2657X,3349,31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,5/7/2015,529,2,Life Insurance,-1,0,unknown,no
2-3350-2658X,3350,26,management,married,tertiary,no,265,no,no,cellular,30,jan,1/30/2015,650,2,Life Insurance,-1,0,unknown,no
2-3355-2659X,3355,61,management,married,secondary,no,1471,no,no,cellular,12,aug,8/12/2015,331,2,Life Insurance,-1,0,unknown,no
2-3359-2660X,3359,35,management,married,tertiary,no,365,no,no,cellular,21,nov,11/21/2015,168,2,Life Insurance,-1,0,unknown,no
2-3361-2661X,3361,79,retired,married,primary,no,429,no,no,telephone,8,jul,7/8/2015,1006,2,Life Insurance,-1,0,unknown,yes
2-3364-2662X,3364,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,5/21/2015,494,2,Life Insurance,-1,0,unknown,no
2-3370-2663X,3370,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,6/3/2015,51,2,Life Insurance,-1,0,unknown,no
2-3373-2664X,3373,32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,6/11/2015,450,2,Life Insurance,-1,0,unknown,no
2-3376-2665X,3376,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,8/20/2015,181,2,Life Insurance,-1,0,unknown,no
2-3383-2666X,3383,37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,4/13/2015,119,2,Life Insurance,280,2,failure,no
2-3385-2667X,3385,35,admin.,single,secondary,no,847,yes,no,cellular,11,may,5/11/2015,85,2,Life Insurance,-1,0,unknown,no
2-3393-2668X,3393,32,services,married,secondary,no,180,yes,no,telephone,15,may,5/15/2015,45,2,Life Insurance,-1,0,unknown,no
2-3396-2669X,3396,40,entrepreneur,married,secondary,no,1416,yes,no,unknown,14,may,5/14/2015,210,2,Life Insurance,-1,0,unknown,no
2-3398-2670X,3398,36,admin.,married,secondary,no,998,yes,no,unknown,14,may,5/14/2015,1044,2,Life Insurance,-1,0,unknown,no
2-3401-2671X,3401,32,services,married,tertiary,no,4908,no,yes,cellular,13,may,5/13/2015,491,2,Life Insurance,-1,0,unknown,no
2-3406-2672X,3406,55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,5/15/2015,126,2,Life Insurance,-1,0,unknown,no
2-3410-2673X,3410,48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,6/5/2015,560,2,Life Insurance,-1,0,unknown,no
2-3413-2674X,3413,45,admin.,married,secondary,no,72,yes,yes,cellular,15,may,5/15/2015,262,2,Life Insurance,352,2,failure,no
2-3419-2676X,3419,34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,5/15/2015,150,2,Life Insurance,-1,0,unknown,no
2-3420-2677X,3420,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,1/30/2015,255,2,Life Insurance,2,4,other,no
2-3424-2678X,3424,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,8/13/2015,109,2,Life Insurance,-1,0,unknown,no
2-3428-2679X,3428,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,8/7/2015,82,2,Life Insurance,-1,0,unknown,no
2-3432-2680X,3432,28,student,single,secondary,no,153,no,no,cellular,23,jul,7/23/2015,1124,2,Life Insurance,-1,0,unknown,yes
2-3438-2681X,3438,26,services,single,secondary,no,209,yes,no,cellular,22,jul,7/22/2015,319,2,Life Insurance,-1,0,unknown,no
2-3439-2682X,3439,49,blue-collar,married,unknown,no,3096,no,no,unknown,16,jun,6/16/2015,147,2,Life Insurance,-1,0,unknown,no
2-3441-2683X,3441,32,services,married,secondary,no,4885,yes,yes,cellular,18,nov,11/18/2015,400,2,Life Insurance,-1,0,unknown,no
2-3444-2684X,3444,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,11/20/2015,97,2,Life Insurance,-1,0,unknown,no
2-3451-2685X,3451,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,6/16/2015,127,2,Life Insurance,-1,0,unknown,no
2-3452-2686X,3452,50,management,single,primary,no,766,no,no,unknown,17,jun,6/17/2015,174,2,Life Insurance,-1,0,unknown,no
2-3454-2687X,3454,30,technician,single,secondary,no,3107,yes,no,unknown,3,jun,6/3/2015,1516,2,Life Insurance,-1,0,unknown,no
2-3464-2688X,3464,52,admin.,married,secondary,no,199,no,no,cellular,28,jan,1/28/2015,978,2,Life Insurance,189,1,other,no
2-3468-2689X,3468,42,management,divorced,tertiary,no,221,yes,no,unknown,7,may,5/7/2015,720,2,Life Insurance,-1,0,unknown,no
2-3476-2690X,3476,32,technician,single,secondary,no,0,no,no,cellular,21,aug,8/21/2015,126,2,Life Insurance,-1,0,unknown,no
2-3478-2691X,3478,55,technician,married,unknown,no,574,yes,no,cellular,29,jan,1/29/2015,243,2,Life Insurance,-1,0,unknown,no
2-3479-2692X,3479,58,management,married,primary,no,320,yes,no,unknown,30,may,5/30/2015,171,2,Life Insurance,-1,0,unknown,no
2-3483-2693X,3483,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,7/25/2015,471,2,Life Insurance,-1,0,unknown,no
2-3486-2694X,3486,25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,may,5/15/2015,117,2,Life Insurance,-1,0,unknown,no
2-3490-2695X,3490,38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,5/23/2015,553,2,Life Insurance,-1,0,unknown,no
2-3495-2696X,3495,50,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,8/19/2015,195,2,Life Insurance,-1,0,unknown,no
2-3501-2697X,3501,41,technician,married,secondary,no,0,no,no,cellular,29,aug,8/29/2015,141,2,Life Insurance,-1,0,unknown,no
2-3508-2698X,3508,36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,5/9/2015,400,2,Life Insurance,-1,0,unknown,no
2-3512-2699X,3512,32,management,single,tertiary,no,28,no,no,cellular,8,aug,8/8/2015,111,2,Life Insurance,-1,0,unknown,no
2-3516-2700X,3516,44,management,single,tertiary,no,1206,no,no,cellular,9,jul,7/9/2015,160,2,Life Insurance,-1,0,unknown,no
2-3518-2701X,3518,25,technician,married,tertiary,no,914,yes,no,cellular,12,may,5/12/2015,185,2,Life Insurance,-1,0,unknown,no
2-3519-2702X,3519,39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,11/20/2015,61,2,Life Insurance,181,4,failure,no
